id,journal_id,name,pmid,pmc,publisher_id,doi,subject,published_date,received_date,accepted_date,license_type,copyright_statement,keywords,repositories
2523,174,"Hadoop and PySpark for reproducibility and scalability of genomic sequencing studies",31797624,6956992,,,Article,2019-12-06,"","",http://creativecommons.org/licenses/by-nc/4.0/,,"Big Data;Spark;Whole-genome Sequence;Rare-variants",https://github.com/hail-is/hail
2524,172,"Why do biomedical researchers learn to program? An exploratory investigation",31897049,6920002,jmla-108-29,10.5195/jmla.2020.819,"Original Investigation","",2019-08-01,2019-09-01,,"Copyright: © 2020, Authors.","",""
2525,70,"Bioinformatics pipeline using JUDI: ",31882996,7868055,btz956,10.1093/bioinformatics/btz956,"Applications Notes",2020-04-15,2019-05-21,2019-12-24,,"Published by Oxford University Press 2019.","",https://github.com/ncbi/JUDI
2526,52,"ezTrack: An open-source video analysis pipeline for the investigation of animal behavior",31882950,6934800,56408,10.1038/s41598-019-56408-9,Article,2019-12-27,2019-07-26,2019-12-04,OpenAccess,"© The Author(s) 2019","Software;Fear conditioning;Motor control",https://github.com/DeniseCaiLab/minian
2527,493,"The COMPARE Data Hubs",31868882,6927095,baz136,10.1093/database/baz136,"Original Article","",2019-02-21,2019-11-07,http://creativecommons.org/licenses/by/4.0/,"© The Author(s) 2019. Published by Oxford University Press.","pathogen sequencing data;data sharing platform;data hubs;pathogen portal;FAIR principles",https://github.com/enasequence/ena-ftp-downloader;https://github.com/enasequence/webin-cli;https://github.com/wholeGenomeSequencingAnalysisPipeline/BacPipe;https://github.com/EBI-COMMUNITY/fli-RIEMS;https://github.com/EBI-COMMUNITY/ebi-parasite;https://github.com/enasequence/enaBrowserTools;https://github.com/dnieuw/ViromeBrowser
2528,629,"Computer Algebra and Algorithms for Unbiased Moment Estimation of Arbitrary Order",33043279,7546107,,10.1080/25742558.2019.1701917,Article,2019-12-19,"","",,,"Combinatorics;empirical moments;higher-order approximations;pooled estimates",""
2529,605,"Generative Modeling of InSAR Interferograms",32064305,7006750,ESS2422,10.1029/2018EA000533,Cryosphere,2019-12-21,2018-12-03,2019-11-08,creativeCommonsBy,"©2019. The Authors.","InSAR;surface deformation;generator;machine learning;geostatistics",https://github.com/MITHaystack/scikit-dataaccess;https://github.com/MITHaystack/science-casestudies;https://github.com/MITeaps/pyinsar
2530,344,"Protocol for Ribosome Profiling in Bacteria",32190714,7079819,3468,10.21769/BioProtoc.3468,"Methods Article",2019-12-20,2019-08-31,2019-12-22,,"Copyright © The Authors; exclusive licensee Bio-protocol LLC.","Ribosome profiling;Ribosome pausing;Translational efficiency;Gene expression;Bacteria",""
2531,431,"Recommendations for the collection and use of multiplexed functional data for clinical variant interpretation",31862013,6925490,698,10.1186/s13073-019-0698-7,Opinion,2019-12-20,2019-08-19,2019-11-20,OpenAccess,"© The Author(s). 2019","",""
2532,335,"MNE-BIDS: Organizing electrophysiological data into the BIDS format and facilitating their analysis",35990374,9390980,,10.21105/joss.01896,Article,2022-02-17,"","",,,"",""
2533,630,"Laboratory Information Management Systems for Electron Microscopy: Evaluation of the 4CeeD Data Curation Platform",34877182,7351567,jres.124.034,10.6028/jres.124.034,Article,2019-12-17,"",2019-11-15,,,"data management;laboratory information management system;microscopy data",""
2534,155,"A Vision for Development and Utilization of High-Throughput Phenotyping and Big Data Analytics in Livestock",31921279,6934059,,10.3389/fgene.2019.01197,Genetics,2019-12-17,2019-06-26,2019-10-29,http://creativecommons.org/licenses/by/4.0/,"Copyright © 2019 Koltes, Cole, Clemmens, Dilger, Kramer, Lunney, McCue, McKay, Mateescu, Murdoch, Reuter, Rexroad, Rosa, Serão, White, Woodward-Greene, Worku, Zhang and Reecy","automated phenotyping;precision agriculture;precision livestock farming;phenomics;sensors",""
2535,227,"GLAMbox: A Python toolbox for investigating the association between gaze allocation and decision behaviour",31841564,6914332,PONE-D-19-24023,10.1371/journal.pone.0226428,"Research Article","",2019-08-26,2019-11-26,http://creativecommons.org/licenses/by/4.0/,"© 2019 Molter et al","",https://github.com/glamlab/glambox
2536,227,"PyRates—A Python framework for rate-based neural simulations",31841550,6913930,PONE-D-19-11677,10.1371/journal.pone.0225900,"Research Article","",2019-04-24,2019-11-14,http://creativecommons.org/licenses/by/4.0/,"© 2019 Gast et al","",https://github.com/pyrates-neuroscience/PyRates;https://github.com/konstantinweise/pygpc;https://github.com/AllenInstitute/dipde
2537,631,"Classifying T cell activity in autofluorescence intensity images with convolutional neural networks",31661592,7065628,JBIO201960050,10.1002/jbio.201960050,"Full Article",2019-12-15,2019-07-19,2019-10-16,creativeCommonsBy,"© 2019 The Authors. ","deep learning;label‐free;NAD(P)H intensity;transfer learning",https://github.com/gitter-lab/t-cell-classification;https://github.com/opencv/opencv
2538,632,"Nucleotide composition of transposable elements likely contributes to AT/GC compositional homogeneity of teleost fish genomes",31857829,6909575,195,10.1186/s13100-019-0195-y,Commentary,2019-12-12,2019-09-27,2019-12-05,OpenAccess,"© The Author(s). 2019","Teleost fish;Transposon;GC content;Genome evolution;Nucleotide composition",https://github.com/bioinfohk/GC_TE
2539,1,"uap: reproducible and robust HTS data analysis",31830916,6909466,3219,10.1186/s12859-019-3219-1,Software,2019-12-12,2019-06-11,2019-11-12,OpenAccess,"© The Author(s) 2019","Sequencing data analysis;Work-flow management;Reproducible research",https://github.com/yigbt/uap;https://github.com/pditommaso/awesome-pipeline
2540,12,"Experiment design driven FAIRification of omics data matrices, an exemplar",31831744,6908569,286,10.1038/s41597-019-0286-0,Comment,2019-12-12,2019-08-29,2019-10-31,OpenAccess,"© The Author(s) 2019","Communication and replication;Data publication and archiving",https://github.com/libChEBI/libChEBIpy;https://github.com/proccaserra/rose2018ng-notebook
2541,5,"Direct comparison of clathrin-mediated endocytosis in budding and fission yeast reveals conserved and evolvable features",31829937,6908435,50749,10.7554/eLife.50749,"Research Article",2019-12-12,2019-08-01,2019-11-14,http://creativecommons.org/licenses/by/4.0/,"© 2019, Sun et al","clathrin-mediated endocytosis;protein counting;budding and fission yeast;force generation;N-WASp and Type I myosin;actin patch;
          ;
          ",https://github.com/DrubinBarnes/YeastTrackAnalysis;https://github.com/elifesciences-publications/YeastTrackAnalysis
2542,12,"Interaction data from the Copenhagen Networks Study",31827097,6906316,325,10.1038/s41597-019-0325-x,"Data Descriptor",2019-12-11,2019-03-13,2019-11-21,OpenAccess,"© The Author(s) 2019","Complex networks;Scientific data;Computational science",https://github.com/OpenSensing/funf-v3
2543,70,"Logomaker: beautiful sequence logos in Python",31821414,7141850,btz921,10.1093/bioinformatics/btz921,"Applications Notes",2020-04-01,2019-05-10,2019-12-06,http://creativecommons.org/licenses/by/4.0/,"© The Author(s) 2019. Published by Oxford University Press.","",https://github.com/jbkinney/logomaker
2544,260,"NeuroChaT: A toolbox to analyse the dynamics of neuronal encoding in freely-behaving rodents
",32055710,7001759,,10.12688/wellcomeopenres.15533.1,"Software Tool Article",2019-12-09,"",2019-12-03,http://creativecommons.org/licenses/by/4.0/,"Copyright: © 2019 Islam MN et al.","Cognitive map;data analysis;spatial coding;single unit;open software;electrophysiology",https://github.com/shanemomara/omaraneurolab
2545,15,"Accessible and reproducible mass spectrometry imaging data analysis in Galaxy",31816088,6901077,giz143,10.1093/gigascience/giz143,"Technical Note","",2019-05-05,2019-11-10,http://creativecommons.org/licenses/by/4.0/,"© The Author(s) 2019. Published by Oxford University Press.","mass spectrometry imaging;MALDI imaging;spatially resolved mass spectrometry;proteomics;metabolomics;Galaxy;computational workflows;reproducibility",https://github.com/galaxyproteomics/tools-galaxyp;https://github.com/BMCV/galaxy-image-analysis;https://github.com/foellmelanie/docker-galaxy-msi;https://github.com/kuwisdelu/Cardinal
2546,57,"The impact of the genetic background on gene deletion phenotypes in ",31885205,6901017,MSB198831,10.15252/msb.20198831,Article,2019-12-09,2019-01-17,2019-11-14,creativeCommonsBy,"© 2019 The Authors. Published under the terms of the CC BY 4.0 license","chemical genomics;genetic background;LoF phenotypes;
          ;Chromatin, Epigenetics, Genomics & Functional Genomics;Genetics, Gene Therapy & Genetic Disease",https://github.com/mgalardini/2018koyeast
2547,44,"Computational Strategies for Scalable Genomics Analysis",31817630,6947637,genes-10-01017,10.3390/genes10121017,Perspective,2019-12-06,2019-10-10,2019-12-03,open-access,"© 2019 by the authors.","scalable genomics analysis;big data;high performance computing;cloud computing",https://github.com/helm/helm;https://github.com/argoproj/argo;https://github.com/ray-project/ray
2548,227,"PyLandStats: An open-source Pythonic library to compute landscape metrics",31805157,6894873,PONE-D-19-21282,10.1371/journal.pone.0225734,"Research Article","",2019-07-27,2019-11-10,http://creativecommons.org/licenses/by/4.0/,"© 2019 Martí Bosch","",https://github.com/martibosch/pylandstats-notebooks;https://github.com/martibosch/pylandstats;https://github.com/martibosch/swiss-urbanization
2549,75,"RNA-Puzzles toolkit: a computational resource of RNA 3D structure benchmark datasets, structure manipulation, and evaluation tools",31799609,7145511,gkz1108,10.1093/nar/gkz1108,"Data Resources and Analyses",2020-01-24,2019-08-19,2019-11-15,http://creativecommons.org/licenses/by-nc/4.0/,"© The Author(s) 2019. Published by Oxford University Press on behalf of Nucleic Acids Research.","",https://github.com/tzok/BioCommons;https://github.com/tzok/Circular;https://github.com/mmagnus/rna-tools
2550,5,"Evolution of C4 photosynthesis predicted by constraint-based modelling",31799932,6905489,49305,10.7554/eLife.49305,"Research Article",2019-12-04,2019-06-13,2019-11-08,,"© 2019, Blätke and Bräutigam","metabolic networks;constraint-based model;C4 photosynthesis;model evolution;flux balance analysis;None",https://github.com/ma-blaetke/CBM_C3_C4_Metabolism;https://github.com/elifesciences-publications/CBM_C3_C4_Metabolism
2551,15,"Genome-wide analysis of the H3K27me3 epigenome and transcriptome in ",31800038,6892454,giz147,10.1093/gigascience/giz147,Research,"",2019-07-16,2019-11-18,http://creativecommons.org/licenses/by/4.0/,"© The Author(s) 2019. Published by Oxford University Press.","",https://github.com/wilkinsonlab/epigenomics_pipeline;https://github.com/bgruening/docker-galaxy-stable;https://github.com/broadinstitute/picard
2552,633,"MS/MS ",31797049,6983357,,10.1007/s00439-019-02095-5,Article,2019-12-17,"","",,,"Lens;iSyTE;Proteome;Embryonic lens development;Protein profiling;Database",""
2553,405,"Large multiple sequence alignments with a root-to-leaf regressive method",31792410,6894943,,10.1038/s41587-019-0333-6,Article,2019-10-30,"","",http://www.nature.com/authors/editorial_policies/license.html#terms,,"",https://github.com/cbcrg/tcoffee;https://github.com/cbcrg/dpa-analysis
2554,52,"Correcting Artifacts in Single Molecule Localization Microscopy Analysis Arising from Pixel Quantum Efficiency Differences in sCMOS Cameras",31792238,6889274,53698,10.1038/s41598-019-53698-x,Article,2019-12-02,2019-05-05,2019-10-30,OpenAccess,"© The Author(s) 2019","Fluorescence imaging;Optical imaging;Super-resolution microscopy",""
2555,53,"Interactive Multiresolution Visualization of Cellular Network Processes",31884165,6941861,S2589-0042(19)30493-6,10.1016/j.isci.2019.100748,Article,2019-11-29,2019-06-03,2019-11-25,http://creativecommons.org/licenses/by-nc-nd/4.0/,"© 2019 The Authors","Integrative Aspects of Cell Biology;Bioinformatics;Systems Biology",https://github.com/LoLab-VU/PyViPR
2556,572,"Machine learning can accurately predict pre-admission baseline hemoglobin and creatinine in intensive care patients",31815192,6884624,192,10.1038/s41746-019-0192-z,Article,2019-11-29,2019-03-25,2019-10-16,OpenAccess,"© The Author(s) 2019","Anaemia;Acute kidney injury;Chronic kidney disease;Computational models;Data integration",https://github.com/adauvin/Back-prediction
2557,142,"Kinetic Modeling of the Genetic Information Processes in a Minimal Cell",31850364,6892953,,10.3389/fmolb.2019.00130,"Molecular Biosciences",2019-11-28,2019-08-27,2019-11-07,http://creativecommons.org/licenses/by/4.0/,"Copyright © 2019 Thornburg, Melo, Bianchi, Brier, Crotty, Breuer, Smith, Hutchison, Glass and Luthey-Schulten.","minimal cells;stochastic simulations;kinetic parameters;DNA replication;transcription;translation;mRNA production;protein production",https://github.com/zanert2/Thornburg_FrontMolBiosci_2019
2558,18,"The art of using t-SNE for single-cell transcriptomics",31780648,6882829,13056,10.1038/s41467-019-13056-x,Article,2019-11-28,2018-11-20,2019-08-30,OpenAccess,"© The Author(s) 2019","RNA sequencing;Statistics",https://github.com/berenslab/rna-seq-tsne;https://github.com/klugerlab/FIt-SNE;https://github.com/pavlin-policar/openTSNE
2559,634,"Magician’s Corner: 3. Image Wrangling",33937805,8017408,,10.1148/ryai.2019190126,Editorial,2019-11-27,2019-07-23,2019-10-08,,"2019 by the Radiological Society of North America, Inc.","",""
2560,155,"The Impact of Pathway Database Choice on Statistical Enrichment Analysis and Predictive Modeling",31824580,6883970,,10.3389/fgene.2019.01203,Genetics,2019-11-22,2019-08-23,2019-10-30,http://creativecommons.org/licenses/by/4.0/,"Copyright © 2019 Mubeen, Hoyt, Gemünd, Hofmann-Apitius, Fröhlich and Domingo-Fernández","pathway enrichment;benchmarking;databases;machine learning;statistical hypothesis testing",https://github.com/zqfang/gseapy;https://github.com/pandas-dev/pandas;https://github.com/pathwayforte/results;https://github.com/PathwayForte/results;https://github.com/PathwayForte/pathway-forte;https://github.com/pytest-dev/pytest;https://github.com/nedbat/coveragepy;https://github.com/sphinx-doc/sphinx;https://github.com/PyCQA/flake8;https://github.com/pypa/setuptools;https://github.com/regebro/pyroma;https://github.com/tox-dev/tox
2561,233,"Local vulnerability and global connectivity jointly shape neurodegenerative disease propagation",31751329,6894889,PBIOLOGY-D-19-02034,10.1371/journal.pbio.3000495,"Research Article",2019-11-21,2019-07-15,2019-10-31,http://creativecommons.org/licenses/by/4.0/,"© 2019 Zheng et al","",https://github.com/yingqiuz/SIR_simulator;https://github.com/BIC-MNI/minc-toolkit-v2;https://github.com/chrisfilo/alleninf
2562,52,"Effects of sampling strategy and DNA extraction on human skin microbiome investigations",31754146,6872721,53599,10.1038/s41598-019-53599-z,Article,2019-11-21,2019-01-10,2019-10-28,OpenAccess,"© The Author(s) 2019","Microbial communities;Biomarkers;Molecular medicine",https://github.com/ctmrbio/Amplicon_workflows;https://github.com/boulund/stag-mwc;https://github.com/ctmrbio/stag-mwc
2563,12,"A large-scale dataset for mitotic figure assessment on whole slide images of canine cutaneous mast cell tumor",31754105,6872565,290,10.1038/s41597-019-0290-4,"Data Descriptor",2019-11-21,2019-07-17,2019-09-13,OpenAccess,"© The Author(s) 2019",Mitosis;Cancer,https://github.com/maubreville/MITOS_WSI_CCMCT
2564,5,"Persistent epigenetic memory impedes rescue of the telomeric phenotype in human ICF iPSCs following DNMT3B correction",31738163,6897513,47859,10.7554/eLife.47859,"Research Article",2019-11-20,2019-04-22,2019-11-17,http://creativecommons.org/licenses/by/4.0/,"© 2019, Toubiana et al","telomere;ICF syndrome;DNA methylation;subtelomere;DNMT3B;Human",https://github.com/arq5x/bedtools2;https://github.com/Shitou19/methylation_analysis;https://github.com/elifesciences-publications/methylation_analysis
2565,26,"Assessment of computational methods for the analysis of single-cell ATAC-seq data",31739806,6859644,1854,10.1186/s13059-019-1854-5,Research,2019-11-18,2019-06-04,2019-10-03,OpenAccess,"© The Author(s). 2019","scATAC-seq;Feature matrix;Benchmarking;Regulatory genomics;Clustering;Visualization;Featurization;Dimensionality reduction",https://github.com/pinellolab/scATAC-benchmarking
2566,493,"Representing glycophenotypes: semantic unification of glycobiology resources for disease discovery",31735951,6859258,baz114,10.1093/database/baz114,Perspective/Opinion,"",2019-07-30,2019-08-28,http://creativecommons.org/licenses/by/4.0/,"© The Author(s) 2019. Published by Oxford University Press.","",https://github.com/monarch-initiative/glyco-phenotype-ontology;https://github.com/obophenotype/human-phenotype-ontology
2567,284,"A comparative evaluation of the generalised predictive ability of eight machine learning algorithms across ten clinical metabolomics data sets for binary classification",31728648,6856029,1612,10.1007/s11306-019-1612-4,"Original Article",2019-11-15,2019-09-22,2019-11-05,OpenAccess,"© The Author(s) 2019","Metabolomics;Partial least squares;Support vector machines;Random forest;Artificial neural network;Machine learning;Jupyter;Open source",https://github.com/CIMCB/MetabComparisonBinaryML;https://github.com/fchollet/keras
2568,89,"Taxonomic resolution of the ribosomal RNA operon in bacteria: implications for its use with long-read sequencing",33575567,7671355,lqz016,10.1093/nargab/lqz016,"Standard Article","",2019-06-12,2019-10-24,http://creativecommons.org/licenses/by/4.0/,"© The Author(s) 2019. Published by Oxford University Press on behalf of NAR Genomics and Bioinformatics.","",https://github.com/quadram-institute-bioscience/70S-resolution
2569,85,"A Compendium of Genetic Modifiers of Mitochondrial Dysfunction
Reveals Intra-Organelle Buffering",31730859,7053407,,10.1016/j.cell.2019.10.032,Article,2019-12-11,"","",,,"",""
2570,535,"28th Annual Computational Neuroscience Meeting: CNS*2019",31722661,6854655,538,10.1186/s12868-019-0538-0,"Meeting Abstracts",2019-11-14,"","",OpenAccess,"© The Author(s) 2019","",https://github.com/WillemWybo/NEAT;https://github.com/KaliLab/hippounit;https://github.com/genesis-sim/genesis-2.4;https://github.com/BlueBrain/eFEL;https://github.com/miladmozafari/SpykeTorch
2571,195,"The Axonal Membrane Protein PRG2 Inhibits PTEN and Directs Growth to Branches",31722215,6856728,S2211-1247(19)31353-1,10.1016/j.celrep.2019.10.039,Article,2019-11-12,2018-10-08,2019-10-09,http://creativecommons.org/licenses/by-nc-nd/4.0/,"© 2019 The Author(s)","PTEN;PI3K signaling;neuronal growth homeostasis;axon morphogenesis;phosphoinositide signaling;plasticity-related gene family;branching",https://github.com/ngimber/NearestNeighborWorkflow_Filopodia;https://github.com/miura/MultiStackRegistration
2572,180,"On-demand virtual research environments using microservices",33816885,7924445,cs-232,10.7717/peerj-cs.232,Bioinformatics,2019-11-11,2019-05-21,2019-10-10,https://creativecommons.org/licenses/by/4.0/,"©2019 Capuccini et al.","Microservices;Cloud computing;Virtual research environments;Application containers;Orchestration",https://github.com/csmsoftware/phnmnl-scalability;https://github.com/pharmbio/LC-MS-Pachyderm;https://github.com/phnmnl/MTBLS233-Jupyter;https://github.com/kubenow/KubeNow;https://github.com/phnmnl/phenomenal-h2020;https://github.com/redbo/cloudfuse;https://github.com/kubernetes/helm;https://github.com/kubernetes-incubator/kubespray;https://github.com/spotify/luigi;https://github.com/opencontainers/runtime-spec
2573,5,"Initiation of chromosome replication controls both division and replication cycles in ",31710292,6890467,48063,10.7554/eLife.48063,"Research Article",2019-11-11,2019-04-30,2019-11-07,http://creativecommons.org/licenses/by/4.0/,"© 2019, Witz et al","bacterial cell division;replication initiation;adder;cell cycle;microfluidics;fluorescence microscopy;
          ",https://github.com/fjug/MoMA;https://github.com/elifesciences-publications/DoubleAdderArticle;https://github.com/guiwitz/DoubleAdderArticle
2574,52,"A feedback loop of conditionally stable circuits drives the cell cycle from checkpoint to checkpoint",31712566,6848090,52725,10.1038/s41598-019-52725-1,Article,2019-11-11,2019-06-06,2019-10-22,OpenAccess,"© The Author(s) 2019","Regulatory networks;Oscillators;Modularity;Computer modelling;Logic gates",https://github.com/ialbert/booleannet;https://github.com/jgtz/StableMotifs;https://github.com/yanggangthu/BooleanDOI;https://github.com/deriteidavid/conditionally_stable_circuits
2575,563,"micrIO: An Open-Source Autosampler and Fraction Collector for Automated Microfluidic Input-Output",31701110,6923132,,10.1039/c9lc00512a,Article,2019-11-20,"","",,,"",""
2576,1,"PyGMQL: scalable data extraction and analysis for heterogeneous genomic datasets",31703553,6842186,3159,10.1186/s12859-019-3159-9,Software,2019-11-08,2019-06-13,2019-10-14,OpenAccess,"© The Author(s) 2019","Genomic data;Data scalability;Tertiary data analysis;Distribution transparency;Python",https://github.com/DEIB-GECO/PyGMQL;https://github.com/hail-is/hail
2577,635,"mTORC1 signalling is not essential for the maintenance of muscle mass and function in adult sedentary mice",31697050,7015237,JCSM12505,10.1002/jcsm.12505,"Original Article",2019-11-07,2019-08-09,2019-09-09,creativeCommonsBy,"© 2019 The Authors. Journal of Cachexia, Sarcopenia and Muscle published by John Wiley & Sons Ltd on behalf of the Society on Sarcopenia, Cachexia and Wasting Disorders","Raptor;Muscle atrophy;Protein translation;Fibre‐type;TOP mRNA",""
2578,173,"DoubletDecon: Deconvoluting Doublets from Single-Cell RNA-Sequencing Data",31693907,6983270,,10.1016/j.celrep.2019.09.082,Article,2019-11-15,"","",open-access,,"",https://github.com/chris-mcginnis-ucsf/DoubletFinder;https://github.com/swolock/scrublet;https://github.com/EDePasquale/DoubletDecon;https://github.com/AllonKleinLab/scrublet
2579,34,"Genomics of host-pathogen interactions: challenges and opportunities across ecological and spatiotemporal scales",31720122,6839515,8013,10.7717/peerj.8013,Biodiversity,2019-11-05,2019-05-15,2019-10-08,https://creativecommons.org/licenses/by/4.0/,"©2019 Näpflin et al.","
          ;MHC;Immunotoxins;Mucus;Natural selection;GWAS;Infectious diseases;Anthropogenic stressors;Co-evolution;Epidemiological surveillance",https://github.com/pditommaso/awesome-pipeline
2580,612,"Caution should be taken when using electronic health record database",31690316,6829959,2612,10.1186/s13054-019-2612-5,Letter,2019-11-05,2019-08-07,2019-09-13,OpenAccess,"© The Author(s). 2019","",https://github.com/MIT-LCP/bhi-bsn-challenge
2581,209,"Bayesian inference of metabolic kinetics from genome-scale multiomics data",31682600,6855570,PCOMPBIOL-D-19-00463,10.1371/journal.pcbi.1007424,"Research Article","",2019-04-01,2019-09-19,http://creativecommons.org/licenses/by/4.0/,"© 2019 St. John et al","",""
2582,227,"An exploration of automated narrative analysis via machine learning",31671140,6822746,PONE-D-19-16347,10.1371/journal.pone.0224634,"Research Article","",2019-06-11,2019-10-17,http://creativecommons.org/licenses/by/4.0/,"© 2019 Jones et al","",https://github.com/sharadkj/BERT_QWK_MISL
2583,49,"Hierarchical organization of cortical and thalamic connectivity",31666704,8433044,,10.1038/s41586-019-1716-z,Article,2019-10-08,"","",,,"",https://github.com/AllenInstitute/MouseBrainHierarchy
2584,361,"FAIRshake: Toolkit to Evaluate the FAIRness of Research Digital Resources",31677972,7316196,,10.1016/j.cels.2019.09.011,Article,2020-06-04,"","",,,"",""
2585,474,"Sex, Obesity, Diabetes, and Exposure to Particulate Matter among Patients with Severe Asthma: Scientific Insights from a Comparative Analysis of Open Clinical Data Sources during a Five-day Hackathon",31676459,6953386,,10.1016/j.jbi.2019.103325,Article,2020-01-03,"","",,,"hackathon;open data;clinical data;team science;application programming interface;multi-institutional collaboration",""
2586,115,"Fast, Flexible Closed-Loop Feedback: Tracking Movement in “Real-Millisecond-Time”",31611334,6825957,eN-MNT-0147-19,10.1523/ENEURO.0147-19.2019,7,2019-10-14,2019-04-17,2019-09-16,http://creativecommons.org/licenses/by/4.0/,"Copyright © 2019 Sehara et al.","feedback;kinematics;motor;neuro-morphic;somatosensory;virtual reality",https://github.com/arduino/ArduinoCore-avr;https://github.com/kwgoodman/bottleneck;https://github.com/viktorbahr/jaer;https://github.com/gwappa/arduino-fasteventtrigger;https://github.com/gwappa/python-ublock;https://github.com/gwappa/Pixylator;https://github.com/gwappa/python-videobatch;https://github.com/gwappa/python-aerpy
2587,636,"A metabolic reconstruction of ",31665018,6821008,1229,10.1186/s12934-019-1229-3,Research,2019-10-29,2019-07-19,2019-10-11,OpenAccess,"© The Author(s) 2019","
          ;Genome-scale metabolic model;Cell factory",https://github.com/steinng/reuteri
2588,250,"Two Loci, ",31708950,6824294,,10.3389/fpls.2019.01341,"Plant Science",2019-10-25,2019-06-11,2019-09-26,http://creativecommons.org/licenses/by/4.0/,"Copyright © 2019 Jibran, Spencer, Fernandez, Monfort, Mnejja, Dzierzon, Tahir, Davies, Chagné and Foster","marker-assisted selection;primocane;floricane;comparative mapping;RNA sequencing;annual-fruiting;biennial-fruiting",""
2589,250,"Taxonomically Informed Scoring Enhances Confidence in Natural Products Annotation",31708947,6824209,,10.3389/fpls.2019.01329,"Plant Science",2019-10-25,2019-07-14,2019-09-24,http://creativecommons.org/licenses/by/4.0/,"Copyright © 2019 Rutz, Dounoue-Kubo, Ollivier, Bisson, Bagheri, Saesong, Ebrahimi, Ingkaninan, Wolfender and Allard","metabolite annotation;chemotaxonomy;scoring system;natural products;computational metabolomics;taxonomic distance;specialized metabolome",https://github.com/oolonek/taxo_scorer;https://github.com/gnames/gnfinder;https://github.com/AnotherSamWilson/ParBayesianOptimization
2590,637,"Development of Open-source Software and Gaze Data Repositories for Performance Evaluation of Eye Tracking Systems",31735856,6969935,vision-03-00055,10.3390/vision3040055,Article,2019-10-22,2019-06-30,2019-10-15,open-access,"© 2019 by the authors.","eye gaze;eye trackers;fixations;data quality;performance evaluation;code repository;gaze dataset",https://github.com/titoghose/PyTrack;https://github.com/anuradhakar49/GazeVisual-Lib;https://github.com/mwaskom/seaborn
2591,1,"RNA 3D structure prediction guided by independent folding of homologous sequences",31640563,6806525,3120,10.1186/s12859-019-3120-y,"Research Article",2019-10-22,2019-05-28,2019-10-01,OpenAccess,"© The Author(s). 2019","RNA;RNA 3D structure prediction;RNA folding;RNA evolution;Rosetta;SimRNA",https://github.com/mmagnus/EvoClustRNA;https://github.com/mmagnus/rna-tools
2592,18,"Revealing ferroelectric switching character using deep recurrent neural networks",31641122,6805893,12750,10.1038/s41467-019-12750-0,Article,2019-10-22,2019-03-18,2019-09-18,OpenAccess,"© The Author(s) 2019","Ferroelectrics and multiferroics;Computational science;Surfaces, interfaces and thin films",https://github.com/jagar2/Revealing-Ferroelectric-Switching-Character-Using-Deep-Recurrent-Neural-Networks
2593,12,"Distributed radiomics as a signature validation study using the Personal Health Train infrastructure",31641134,6805885,241,10.1038/s41597-019-0241-0,Article,2019-10-22,2019-04-23,2019-10-08,OpenAccess,"© The Author(s) 2019","Radiography;Machine learning;Computational models;Non-small-cell lung cancer",https://github.com/PyWavelets/pywt
2594,61,"Hierarchical Classification of Urban ALS Data by Using Geometry and Intensity Information",31640270,6833049,sensors-19-04583,10.3390/s19204583,Article,2019-10-21,2019-08-28,2019-10-18,open-access,"© 2019 by the authors.","airborne laser scanning;hierarchical classification;intensity;geometry;supervised learning;unsupervised learning",https://github.com/LidarLiu/ALS_Classification_Hierarchically_Geometry_Intensity
2595,5,"Genetically diverse uropathogenic ",31633483,6802966,49748,10.7554/eLife.49748,"Research Article",2019-10-21,2019-06-27,2019-10-04,http://creativecommons.org/licenses/by/4.0/,"© 2019, Sintsova et al","UPEC;transcriptome;human infection;
          ",https://github.com/elifesciences-publications/rnaseq_analysis;https://github.com/ASintsova/HUTI-RNAseq;https://github.com/ASintsova/rnaseq_analysis
2596,70,"Topological data analysis quantifies biological nano-structure from single molecule localization microscopy",31626286,7162425,btz788,10.1093/bioinformatics/btz788,"Original Papers","",2018-12-12,2019-10-17,http://creativecommons.org/licenses/by/4.0/,"© The Author(s) 2019. Published by Oxford University Press.","",https://github.com/JeremyPike/RSMLM;https://github.com/JeremyPike/RSMLM-tutorials;https://github.com/atausz/plex-viewer
2597,34,"Machine learning classification models for fetal skeletal development performance prediction using maternal bone metabolic proteins in goats",31649832,6802673,7840,10.7717/peerj.7840,"Computational Biology",2019-10-18,2019-05-22,2019-09-05,https://creativecommons.org/licenses/by/4.0/,"©2019 Liu et al.","Fetal bone metabolism;Maternal malnutrition;Intrauterine growth retardation;Computational analysis;Machine learning",https://github.com/muntisa/Goat-Bones-Machine-Learning
2598,638,"Computational Analysis Concerning the Impact of DNA Accessibility on CRISPR-Cas9 Cleavage Efficiency",31672284,6953893,S1525-0016(19)30462-9,10.1016/j.ymthe.2019.10.008,"Original Article",2020-01-08,2019-03-23,2019-10-10,,"© 2019 The American Society of Gene and Cell Therapy.",CRISPR;chromatin;bioinformatics;GUIDE-seq;CIRCLE-seq;RNA-seq;DNase-seq,""
