id,article_id,domain,repository,hash_dir1,hash_dir2,commit,notebooks_count,setups_count,requirements_count,notebooks,setups,requirements,processed,pipfiles_count,pipfile_locks_count,pipfiles,pipfile_locks
3438,2136,github.com,chavezlab/parcellation-tutorial,da,0ea6883de3bff264ab83f72c18a29ac6830854,c901ffdc3334bfb65a4d2fcaf6022f9262fbbf56,1,0,0,tutorial.ipynb,"","",8321,0,0,"",""
3439,2136,github.com,neurosynth/neurosynth,39,a76d2535b0251e6942f583f791b3ba245401c9,9022f1b5a9713dedc9d8836ed023aaba2a983d87,5,1,1,examples/download_database_and_abstracts.ipynb;examples/MALLET_topic_modelling.ipynb;examples/classify_regions_using_features.ipynb;examples/identify_regions_coactivated_with_ROI.ipynb;examples/neurosynth_demo.ipynb,setup.py,requirements.txt,8321,0,0,"",""
3440,2137,github.com,TimoHenry/MitochondrialRNAgranules,61,b9326efbb17532422dbae8c53150e88a2dfdfd,64026974356d70c29645e620022621500a35e904,12,0,0,FRAPtA_tRFP.ipynb;FRAPtA_Classes.ipynb;STORM_2C_BrUvsD2.ipynb;MRGdistribution_Functions.ipynb;STORM_2C_Plots.ipynb;STORM_1C.ipynb;FRAPtA_D2-Tw-U2OS.ipynb;STORM_2C_2Cvs1C.ipynb;IntegratedIntensity_Compare.ipynb;MRGdistribution_Classes.ipynb;FRAPtA_ERAL1-DDX28-D2.ipynb;MRGdistribution_Analysis.ipynb,"","",8321,0,0,"",""
3441,2139,github.com,fmayr/DHC_TargetPrediction,3e,3c19e5c0a933268ee5b06b37e0c896fa74ac59,e700046f814c9a233bf90913a488c5699e3a7cc5,1,0,0,DHC_targetpreidction_datatreatment.ipynb,"","",8321,0,0,"",""
3442,2140,github.com,belteki/transport_HIE,b1,8078522d06ce5570e993c7da4c9a9cb34625f9,398cd9448e5c98d66cd7b62f0075522b438d0bc0,17,0,0,ventilator_data_processing_301_600.ipynb;ventilator_data_processing_1_300_ventilated.ipynb;ventilator_data_processing_1_300.ipynb;clinical_data_1_665.ipynb;blood_gases_1_665.ipynb;ventilator_data_601_674.ipynb;analysis_ventilated_301_600.ipynb;ventilator_data_processing_301_600_ventilated.ipynb;ventilator_data_processing_601_665_ventilated.ipynb;analysis_ventilated_601_665.ipynb;transport_HIE_for_paper.ipynb;ventilator_data_301_450.ipynb;ventilator_data_1_150.ipynb;ventilator_data_451_600.ipynb;ventilator_data_151_300.ipynb;analysis_ventilated_1_300.ipynb;ventilator_data_processing_601_665.ipynb,"","",8321,0,0,"",""
3443,2141,github.com,sorpet/Zhang_and_Petersen_et_al_2019,d3,4857147d45454e98bd64cc3f655c8caee61e78,f95f7d103c4a9990446ad6ff7b1a883a0b11db07,2,0,0,coverage.ipynb;ZP_et_al.ipynb,"","",8321,0,0,"",""
3444,2141,github.com,biosustain/trp-scores,29,ba4be65296e3d0d8c9732de5db20e80f320800,ca4ac44ea8d4ab6f2cc42b227fbbf58e7d29a6dd,0,0,0,"","","",8329,0,0,"",""
3445,2142,github.com,cartal/HCA_Heart,da,9c229a1b4a9f66a9f4a0c462381a865a910084,e88fb789b9b590d1322840d14e062c8522b73474,55,0,0,archive/cellbender_based/S2-Basic_QC_and_scrublet/S2-Sanger_CD45_QC_and_scrublet_191205.ipynb;archive/cellbender_based/S2-Basic_QC_and_scrublet/S2-Harvard_Nuclei_QC_and_scrublet_191205.ipynb;archive/cellbender_based/S2-Basic_QC_and_scrublet/S2-Sanger_Nuclei_QC_and_scrublet_191205.ipynb;archive/cellbender_based/S2-Basic_QC_and_scrublet/S2-Sanger_Cells_QC_and_scrublet_191205.ipynb;archive/cellbender_based/S1-Object_generation/S1-Convert_to_AnnData_Sanger-CD45_ctl191205.ipynb;archive/cellbender_based/S1-Object_generation/S1-Convert_to_AnnData_Sanger-Nuclei_ctl191205.ipynb;archive/cellbender_based/S1-Object_generation/S1-Convert_to_AnnData_Harvard-Nuclei_ctl191204.ipynb;archive/cellbender_based/S1-Object_generation/S1-Convert_to_AnnData_Sanger-Cells_ctl191205.ipynb;analysis/S3-Source_Annotation/N3_230720_HCA_Heart_Sanger-Cells_Annotation.ipynb;analysis/S3-Source_Annotation/N3_200720_HCA_Heart_Sanger-NucSeq_Annotation.ipynb;analysis/S3-Source_Annotation/N10_230720_HCA_Heart_velocity_annotation_global.ipynb;analysis/S3-Source_Annotation/N3_200720_HCA_Heart_Harvard-NucSeq_Annotation.ipynb;analysis/S3-Source_Annotation/N3_230720_HCA_Heart_Sanger-CD45_Annotation.ipynb;analysis/S5-Subpopulations/2-vascular/N2_200723_HCA_Heart_scGen_Mural.ipynb;analysis/S5-Subpopulations/2-vascular/N4_200723_HCA_Heart_CellPhoneDB_Vascular.ipynb;analysis/S5-Subpopulations/2-vascular/N1_200723_HCA_Heart_source-annotation_Endothelial.ipynb;analysis/S5-Subpopulations/2-vascular/N3_200723_HCA_Heart_scGen_Vascular.ipynb;analysis/S5-Subpopulations/1-cardiomyocytes/N3_200720_HCA_Heart_Cardiomyocytes_ventricular.ipynb;analysis/S5-Subpopulations/1-cardiomyocytes/N1_200720_HCA_Heart_Cardiomyocytes_preprocessing.ipynb;analysis/S5-Subpopulations/1-cardiomyocytes/N2_200720_HCA_Heart_Cardiomyocytes_atrial.ipynb;analysis/S5-Subpopulations/5-neuronal/N3_200720_HCA_Heart_Neuronal_scGen.ipynb;analysis/S5-Subpopulations/5-neuronal/N2_200720_HCA_Heart_Neuronal_cells_clustering.ipynb;analysis/S5-Subpopulations/5-neuronal/N1_200720_HCA_Heart_Neuronal_nuclei_clustering.ipynb;analysis/S5-Subpopulations/6-adipocytes/N2_200722_HCA_Heart_Adipocytes_merging_and_batch_correction_for_cell_source.ipynb;analysis/S5-Subpopulations/6-adipocytes/N1_200722_HCA_Heart_Adipocytes_annotation_by_cell_source.ipynb;analysis/S5-Subpopulations/6-adipocytes/N3_200722_HCA_Heart_Adipocytes_annotation_of_batch_corrected_object.ipynb;analysis/S5-Subpopulations/4-cardiac_immune/N3_200514_HCA_Heart_logreg_HKM.ipynb;analysis/S5-Subpopulations/4-cardiac_immune/N2_200520_HCA_Heart_scGen_Immune.ipynb;analysis/S5-Subpopulations/4-cardiac_immune/N4_200625_HCA_Heart_logreg_kp9_blood_3Kpbmc.ipynb;analysis/S5-Subpopulations/4-cardiac_immune/N5_HCA_Heart_CellPhoneDB_Immune.ipynb;analysis/S5-Subpopulations/4-cardiac_immune/N6_200203_HCA_Heart_CellPhoneDB_SKM_repair.ipynb;analysis/S5-Subpopulations/4-cardiac_immune/N1_200518_HCA_Heart_source-annotation_Immune.ipynb;analysis/S5-Subpopulations/3-fibroblasts/N5_200720_HCA_Heart_Fibroblast_scgen_allregions.ipynb;analysis/S5-Subpopulations/3-fibroblasts/N1_200720_HCA_Heart_Fibroblast_subclustering_all_atria_ventricles_bysource.ipynb;analysis/S7-GWAS/expression_for_magma_no_out.ipynb;analysis/S4-Global_analysis/N9_200426_SpaceRanger_LV_mapping.ipynb;analysis/S4-Global_analysis/N5_200720_HCA-Heart_scGen_global_batch-correction.ipynb;analysis/S4-Global_analysis/N4_200720_HCA-Heart_create_cell-type_labels_and_merge_sources.ipynb;analysis/S4-Global_analysis/N8_200606_HCA_Heart_Extract_COVID19_receptors.ipynb;analysis/S4-Global_analysis/N6_200720_HCA_Heart_run_SCCAF_on_cardiac_subpopulations.ipynb;analysis/S4-Global_analysis/N7_200720_HCA_Heart_scGen_global_markers.ipynb;analysis/S2-Basic_QC_and_scrublet/N2_200720_HCA_Heart_Sanger_Nuclei_QC_and_scrublet.ipynb;analysis/S2-Basic_QC_and_scrublet/N2_200720_HCA_Heart_Sanger_Cells_QC_and_scrublet.ipynb;analysis/S2-Basic_QC_and_scrublet/N2_200720_HCA_Heart_Harvard_Nuclei_QC_and_scrublet.ipynb;analysis/S2-Basic_QC_and_scrublet/N2_200720_HCA_Heart_Sanger_CD45_QC_and_scrublet.ipynb;analysis/S1-Object_generation/N1_200720_HCA_Heart_Convert_to_AnnData_Harvard-Nuclei.ipynb;analysis/S1-Object_generation/N1_200720_HCA_Heart_Convert_to_AnnData_Sanger-CD45.ipynb;analysis/S1-Object_generation/N1_200720_HCA_Heart_Convert_to_AnnData_Sanger-Nuclei.ipynb;analysis/S1-Object_generation/N1_200720_HCA_Heart_Convert_to_AnnData_Sanger-Cells.ipynb;analysis/S6-SKM_analysis/N4_200527_HCA_Heart_scGen_vascular_SKM.ipynb.ipynb;analysis/S6-SKM_analysis/N5_200529_HCA_Heart_CellPhoneDB_vascular_SKM.ipynb;analysis/S6-SKM_analysis/N3_200527_HCA_Heart_batch-correction_vascular_SKM.ipynb.ipynb;analysis/S6-SKM_analysis/N1_200527_HCA_Heart_QC-batch-correction_Nuclei_SKM.ipynb;analysis/S6-SKM_analysis/N2_200527_HCA_Heart_scGen_SKM.ipynb.ipynb;analysis/S6-SKM_analysis/N1_200527_HCA_Heart_QC-batch-correction_Cells_SKM.ipynb,"","",8321,0,0,"",""
3446,2143,github.com,ideaconsult/jToxKit,53,ad16a2ff8f16e14765b2daaf0b726beb82cab1,064d013c8fdfddb00dff0070f4e6493f034a8f8d,0,0,0,"","","",8329,0,0,"",""
3447,2143,github.com,ISA-tools/isa-api,62,e0a364b15aa515d16f48fd137f48ececd93705,5fb6b6ed9ae813d3309a16fba7418c43563d1845,21,1,2,"isa-cookbook/content/notebooks/isa-metabolomics-study-design-create.ipynb;isa-cookbook/content/notebooks/isa-tab-unused-sources-not-serialized-brapi.ipynb;isa-cookbook/content/notebooks/ISA-API -More than one Sample Name field in assay tables.ipynb;isa-cookbook/content/notebooks/light-sensitity-study-repeated-treatment-design.ipynb;isa-cookbook/content/notebooks/create_ISA_sample_pools.ipynb;isa-cookbook/content/notebooks/reading-isa-tab-from-disk-exploring-and-validating.ipynb;isa-cookbook/content/notebooks/isa-protocol-type-synonym-effect-on-assay-table.ipynb;isa-cookbook/content/notebooks/create_2x2x2_factorial_design.ipynb;isa-cookbook/content/notebooks/investigation-datascriptor-crossover-study-on-humans.ipynb;isa-cookbook/content/notebooks/xomics.ipynb;isa-cookbook/content/notebooks/isa-api-programmatic-rebuild-of-13CSIRM-study.ipynb;isa-cookbook/content/notebooks/querying-isa-with-graphql-and-sparql.ipynb;isa-cookbook/content/notebooks/isa-jsonld-exploration-with-SPARQL.ipynb;isa-cookbook/content/notebooks/create-a-simple-ISA-descriptor.ipynb;isa-cookbook/content/notebooks/isa-api-programmatic-rebuild-of-BII-S-3.ipynb;isa-cookbook/content/notebooks/create-a-simple-ISA-descriptor-test-json.ipynb;isa-cookbook/content/notebooks/ISA-API - testing more than one Sample Name field in assay tablets.ipynb;isa-cookbook/content/notebooks/isa-json-conversion-to-rdf-linked-data.ipynb;isa-cookbook/content/notebooks/programmatic-rebuild-of-BII-S-3-with-ISA-API.ipynb;isa-cookbook/content/notebooks/create-a-repeated-treatment-design-with-ISA-descriptor.ipynb;isa-cookbook/content/notebooks/investigation-from-datascriptor-config-observational-variables-and-ontology-annotation.ipynb",setup.py,requirements.txt;isa-cookbook/requirements.txt,8321,0,0,"",""
3448,2143,github.com,enanomapper/nmdataparser,80,cc27b7c7e070f2d320c2816d2cd758c5354093,d86a98b4e933d4eeb2f877a4b68c9546e6bc3951,0,0,0,"","","",8329,0,0,"",""
3449,2143,github.com,enanomapper/renm,e3,2a2021187b4c737dc618656330383790217a3c,7346ce8cbb0d84b29473a139af31416a2c28ee26,0,0,0,"","","",8329,0,0,"",""
3450,2143,github.com,enanomapper/ambit.js,8d,c793908a4cb9a382ba4e1ed9dcbd576e38d64a,b70d12d158029ce8553c6e1b41c0e2a859603ae5,0,0,0,"","","",8329,0,0,"",""
3451,2143,github.com,ideaconsult/pynanomapper,2a,1d613cbcb086267d4919a3e51295b825b377c4,6160d6be99a450c054ecbea705910e5229cb2c59,0,1,0,"",setup.py,"",8329,0,0,"",""
3452,2143,github.com,ideaconsult/notebooks-ambit,37,7811bf226d66b453992b41360bcaaa89ae78a4,bb348b91bfa64145b8989a9a94f93c803ed4e86e,14,0,2,structure_standardization/ambit_standardize_demo.ipynb;excapedb/structures.ipynb;excapedb/fix_release_v1.ipynb;enanomapper/explore.ipynb;enanomapper/cas2substance.ipynb;enanomapper/enanomapper_endpoints.ipynb;enanomapper/G65.ipynb;enanomapper/tutorial.ipynb;enanomapper/nanodata_curation.ipynb;enanomapper/summary.ipynb;enanomapper/enanomapper.db.ipynb;enanomapper/tagger_query.ipynb;enanomapper/Survey-NanosafetyDataInterface.ipynb;cdk/demo.ipynb,"",requirements.txt;enanomapper/pipelines/curation/requirements.txt,8321,0,0,"",""
3453,2143,github.com,ideaconsult/ambit-docker,5b,82c2a047c424bd53cb6b05d9745b4807007e7d,a21195b67f386835f998ca6355829fee78097651,0,0,0,"","","",8329,0,0,"",""
3454,2144,github.com,UCSF-Wilson-Lab/sars-cov-2_ReScan_VirScan_complete_analysis,c8,96085c05e3ba4e645a2b0de20886b48e8dbc92,284b7cbe89d03f70a49289688c8cd0829f74a2da,0,0,0,"","","",8329,0,0,"",""
3455,2145,github.com,chopravi/DiffEx_SCA1_SCA2,90,a6849d62f91865959ecbd730c80c3fe709bf8d,05458a589dc15cc764c33a6cecb3ed666853ece5,1,1,1,notebooks/DiffEx_SCA1_SCA2.ipynb,setup.py,requirements.txt,8321,0,0,"",""
3456,2146,github.com,cytocomp1/cytocomp,42,4bcaa3c4f3b4522da38b544b901411ed8d96a4,18325acc72ae2f011644f8e406a34b85c7bf6c73,78,1,1,case-studies/cascade-03122019/to_sbml.ipynb;case-studies/cascade-03122019/programming.ipynb;case-studies/repressor-deg-03272019/correlation.ipynb;case-studies/repressor-deg-03272019/programming_one_step.ipynb;case-studies/repressor-deg-03272019/programming.ipynb;case-studies/repressor-deg-03272019/two_steps.ipynb;case-studies/repressor-deg-03272019/three_steps.ipynb;case-studies/repressor-deg-03272019/data/plot.ipynb;case-studies/motifs-03312019/loop.ipynb;case-studies/motifs-03312019/cascade-reversible.ipynb;case-studies/motifs-03312019/dimerization.ipynb;case-studies/motifs-03312019/dissociation.ipynb;case-studies/motifs-03312019/cascade-reversible-sb.ipynb;case-studies/motifs-03312019/monomerization.ipynb;case-studies/motifs-03312019/catalysis.ipynb;case-studies/motifs-03312019/fan-in.ipynb;case-studies/motifs-03312019/fan-out.ipynb;case-studies/inh-mm-04012019/test.ipynb;case-studies/jon-cascade-03252019/comparison.ipynb;case-studies/jon-cascade-03252019/programming.ipynb;case-studies/jon-cascade-03252019/manual.ipynb;case-studies/botts-morales-inh-rev-04022019/plot.ipynb;case-studies/botts-morales-inh-rev-04022019/test.ipynb;case-studies/michaelis-menten-03142019/lumped-kinetics/programming.ipynb;case-studies/michaelis-menten-03142019/mass-action/programming.ipynb;case-studies/michaelis-menten-3-blocks-03142019/mass-action/comparison.ipynb;case-studies/michaelis-menten-3-blocks-03142019/mass-action/programming.ipynb;case-studies/cascade-03032019/programming.ipynb;case-studies/cascade-03032019/sr-comparison.ipynb;case-studies/inh-mm-04012019-2/plot.ipynb;case-studies/inh-mm-04012019-2/test.ipynb;case-studies/kinase-cascade-03172019/stage3/programming.ipynb;case-studies/kinase-cascade-03172019/stage6/programming.ipynb;case-studies/kinase-cascade-03172019/stage-x/programming.ipynb;case-studies/kinase-cascade-03172019/stage-beta1/programming.ipynb;case-studies/kinase-cascade-03172019/stage8/programming.ipynb;case-studies/kinase-cascade-03172019/stage10/programming.ipynb;case-studies/kinase-cascade-03172019/stage7/programming.ipynb;case-studies/kinase-cascade-03172019/stage11/programming.ipynb;case-studies/kinase-cascade-03172019/stage12/programming.ipynb;case-studies/kinase-cascade-03172019/stage5/programming.ipynb;case-studies/kinase-cascade-03172019/stage2/programming.ipynb;case-studies/kinase-cascade-03172019/stage9/programming.ipynb;case-studies/kinase-cascade-03172019/stage4/programming.ipynb;case-studies/kinase-cascade-03172019/stage1/programming.ipynb;case-studies/repressor-03242019/comparison.ipynb;case-studies/repressor-03242019/programming_one_step.ipynb;case-studies/repressor-03242019/programming.ipynb;case-studies/repressor-03242019/programming_three_steps.ipynb;case-studies/repressor-03242019/programming_generic_basal.ipynb;notebooks/fig-3-6b-fan-in-debug.ipynb;notebooks/comparison.ipynb;notebooks/one-block.ipynb;notebooks/5-cascade.ipynb;notebooks/repressilator.ipynb;notebooks/mtt-package-wiring-and-sim.ipynb;notebooks/fig-3-5b-rate-comparison.ipynb;notebooks/setting-block-values.ipynb;notebooks/repressilator-manual-comparison.ipynb;notebooks/repressilator-manual.ipynb;notebooks/wiring-python.ipynb;notebooks/block-values-series.ipynb;notebooks/wiring2-tests/motifs.ipynb;notebooks/wiring2-tests/fan-in-3-6b.ipynb;notebooks/wiring2-tests/cascade-3-5a.ipynb;notebooks/wiring2-tests/loop-3-6c.ipynb;notebooks/motifs/fig-3-5b-fan-out.ipynb;notebooks/motifs/fig-3-5e-monomerization.ipynb;notebooks/motifs/fig-3-5a-cascade.ipynb;notebooks/motifs/hms-loop-via-python.ipynb;notebooks/motifs/fig-3-5a-cascade-with-metrics.ipynb;notebooks/motifs/hms-loop.ipynb;notebooks/motifs/fig-3-6c-loop.ipynb;notebooks/motifs/fig-3-6b-fan-in.ipynb;notebooks/motifs/fig-3-6a-michaelis-menten-2.ipynb;notebooks/motifs/fig-3-5d-dimerization.ipynb;notebooks/motifs/motifs-all.ipynb;notebooks/motifs/fig-3-5c-dissociation.ipynb,python/setup.py,requirements.txt,8321,1,1,Pipfile,Pipfile.lock
3457,2147,github.com,gerlichlab/scshic_pipeline,39,c9f82116be690a76c2780944ee8e6c1d37750d,60c74efaf236b2da0d421f5244c664c87885a574,0,0,0,"","","",8329,0,0,"",""
3458,2147,github.com,mirnylab/pairlib,64,b8f43a12b8dd4e520bf83c3d816426ac220434,6f61296b1f9c7127caceafc848adc97191ef14f9,1,1,0,examples/pairlib_scalings_example.ipynb,setup.py,"",8321,0,0,"",""
3459,2147,github.com,gerlichlab/ngs,b8,e4d8c087bdf44bb76b45682de95174db73cd4f,4a24bd7423c0babd36ac845ab322a1245ee0eef4,1,1,1,examples/Function_examples.ipynb,setup.py,requirements.txt,8321,0,0,"",""
3460,2147,github.com,gerlichlab/scsHiCanalysis,0a,4142cfb3f557fb7807e6e7c1f73424667b0f30,70413dcf441ab740df5aa315e050d63d779bd79f,34,0,0,notebooks/G2_pooled_examples_v2.ipynb;notebooks/TAD_boundary_analysis_Nipbl_v2.ipynb;notebooks/FPR_determination_trans_assignment.ipynb;notebooks/Correlation_with_newData_exp4812.ipynb;notebooks/CTCF_pileup_WT.ipynb;notebooks/TAD_center_analysis_Nipbl.ipynb;notebooks/Pairing_domain_analysis_NIPBL_WT.ipynb;notebooks/Examples_Sororin-AID.ipynb;notebooks/TAD_boundary_analysis_Sororin_v2.ipynb;notebooks/Plot_apoptotic_index_timelapse_specific_timepoints.ipynb;notebooks/HiCRep_Nipbl_v1.ipynb;notebooks/Scaling_Plots_G2_WT_Prometaphase.ipynb;notebooks/Plot_exp4572_exp4557.ipynb;notebooks/G2_ind_examples.ipynb;notebooks/FPR_doubly_labelled_reads.ipynb;notebooks/Scaling_Sororin_Nipbl_Wt.ipynb;notebooks/Count_percentage_doubly_labeled_S-Phase-Release.ipynb;notebooks/Count_cis_trans_G2_Prometaphase_G1.ipynb;notebooks/Plot_phospho_gamma_H2A_exp4750_and_exp4611.ipynb;notebooks/Prometaphase_ind_examples.ipynb;notebooks/Scaling_Plots_G2_WT_pairingDoms.ipynb;notebooks/Quantify_ICCF_Sororin_WT_Nipbl.ipynb;notebooks/HiCRep_WT_v1.ipynb;notebooks/Prometaphase_pooled_examples.ipynb;notebooks/Examples_Nipbl-AID.ipynb;notebooks/Histogram_label_amount.ipynb;notebooks/HiCRep_Prom_v1.ipynb;notebooks/Visualize_enrichment_results_2.ipynb;notebooks/Correlation_with_FISH.ipynb;notebooks/TAD_analysis_WT_2.ipynb;notebooks/HiCRep_Sororin_v1.ipynb;notebooks/Calculate_relative_mutation_rate.ipynb;notebooks/CTCF_analysis_WT.ipynb;notebooks/Scaling_G2_Nipbl_all_reads.ipynb,"","",8321,0,0,"",""
3461,2147,github.com,cmdoret/hicreppy,d6,2d4a3fdc4fb85bcde072ae98d7b8e5e5443e32,2c32d7866cc7aa58ec8bffb8d3071794ca33ee53,0,1,1,"",setup.py,requirements.txt,8329,0,0,"",""
3462,2147,github.com,gerlichlab/scshic_analysis,a7,bfebbd90e546614ce4528462f1e12a6a82c018,70413dcf441ab740df5aa315e050d63d779bd79f,34,0,0,notebooks/G2_pooled_examples_v2.ipynb;notebooks/TAD_boundary_analysis_Nipbl_v2.ipynb;notebooks/FPR_determination_trans_assignment.ipynb;notebooks/Correlation_with_newData_exp4812.ipynb;notebooks/CTCF_pileup_WT.ipynb;notebooks/TAD_center_analysis_Nipbl.ipynb;notebooks/Pairing_domain_analysis_NIPBL_WT.ipynb;notebooks/Examples_Sororin-AID.ipynb;notebooks/TAD_boundary_analysis_Sororin_v2.ipynb;notebooks/Plot_apoptotic_index_timelapse_specific_timepoints.ipynb;notebooks/HiCRep_Nipbl_v1.ipynb;notebooks/Scaling_Plots_G2_WT_Prometaphase.ipynb;notebooks/Plot_exp4572_exp4557.ipynb;notebooks/G2_ind_examples.ipynb;notebooks/FPR_doubly_labelled_reads.ipynb;notebooks/Scaling_Sororin_Nipbl_Wt.ipynb;notebooks/Count_percentage_doubly_labeled_S-Phase-Release.ipynb;notebooks/Count_cis_trans_G2_Prometaphase_G1.ipynb;notebooks/Plot_phospho_gamma_H2A_exp4750_and_exp4611.ipynb;notebooks/Prometaphase_ind_examples.ipynb;notebooks/Scaling_Plots_G2_WT_pairingDoms.ipynb;notebooks/Quantify_ICCF_Sororin_WT_Nipbl.ipynb;notebooks/HiCRep_WT_v1.ipynb;notebooks/Prometaphase_pooled_examples.ipynb;notebooks/Examples_Nipbl-AID.ipynb;notebooks/Histogram_label_amount.ipynb;notebooks/HiCRep_Prom_v1.ipynb;notebooks/Visualize_enrichment_results_2.ipynb;notebooks/Correlation_with_FISH.ipynb;notebooks/TAD_analysis_WT_2.ipynb;notebooks/HiCRep_Sororin_v1.ipynb;notebooks/Calculate_relative_mutation_rate.ipynb;notebooks/CTCF_analysis_WT.ipynb;notebooks/Scaling_G2_Nipbl_all_reads.ipynb,"","",8321,0,0,"",""
3463,2148,github.com,NCBI-Hackathons/seqacademy,c7,5ae422217dbc11b0fdc0111cefd2c459b81b09,8da4258a58b52ac89823cf9115db0ef8bcfd5a2c,0,0,0,"","","",8329,0,0,"",""
3464,2149,github.com,lh3/dipcall,a7,23fe8672e9853b64464601b4517c3b85d7fd7a,6bd5d7724699491f215aeb5fb628490ebf2cc3ae,0,0,0,"","","",8329,0,0,"",""
3465,2149,github.com,PacificBiosciences/pbmm2,db,e29443226d95a58d263c1f1b7cd3f9b30d1423,4356bbfe374d91f27922d61b99dcacdf2f6dc74b,0,0,0,"","","",8329,0,0,"",""
3466,2149,github.com,google/deepvariant,f6,36a06226ef27e7e6dc1deaceb8e71ddf10fb97,ab068c4588a02e2167051bd9e74c0c9579462b51,2,1,0,docs/visualizing_examples.ipynb;docs/cybdv_notebook.ipynb,third_party/nucleus/pip_package/setup.py,"",8329,0,0,"",""
3467,2149,github.com,vgteam/vg_wdl,c2,da5139617c05b106b91ba0ff9a9b71dd031480,1e7711611251b8aa90e3f569f4fdcc747817238e,0,0,0,"","","",8329,0,0,"",""
3468,2149,github.com,10XGenomics/longranger,7b,82dac549191f6d8545cd550babfc70fbf7320d,e2a3143b3956af6290fd4ba08e09f76985293685,0,0,0,"","","",8329,0,0,"",""
3469,2149,github.com,NCBI-Hackathons/TheHumanPangenome,38,fda993a234aa05944dfd73983f7fed8de5b6a3,5055b4c01af69483709883b2f82fdf208e75d0ec,6,0,0,MHC/e2e_notebooks/03_get_variant_cluster.ipynb;MHC/e2e_notebooks/X00_Shimmer_genome_align_hg002-MHC.ipynb;MHC/e2e_notebooks/X01_HLA-Typing-from-Assmbly.ipynb;MHC/e2e_notebooks/01_get_phased_reads.ipynb;MHC/e2e_notebooks/00_fetchreads.ipynb;MHC/e2e_notebooks/02_run_assembler.ipynb,"","",8321,0,0,"",""
3470,2150,github.com,elifesciences-publications/Ergodic-Information-Harvesting,f5,9bc98062034619a42259b4add398fe4ff55b28,56250a48ff0506d12765d68f9ae97500b3ac59a1,1,0,0,Tutorial/Ergodic_Information_Harvesting_Tutorial.ipynb,"","",8321,0,0,"",""
3471,2150,github.com,MacIver-Lab/Ergodic-Information-Harvesting,2d,4adf4a0438f7790cd4f13cf946489d865876c7,6b06033852d511c682f1a38d84d6c3e0d735659b,1,0,0,Tutorial/Ergodic_Information_Harvesting_Tutorial.ipynb,"","",8321,0,0,"",""
3472,2151,github.com,FAIRDataTeam/FAIRDataPoint-Spec,2c,d0f3ce097b2154ae46a3ac3c075fbca9b04357,469785b0e8df11c7395cde73ab1294fcd97f0b35,0,0,0,"","","",8329,0,0,"",""
3473,2151,github.com,fair-workflows/openpredict,3b,5470c90ba47176c3b7159efb48a11da1b4e329,813b4b4a881a43f41d22d2e8cba3a454fe83f9bd,10,0,1,"MappingPREDICTGoldstandard.ipynb;OpenPREDICT - ML.ipynb;RDFConversionOfMeshAnnotation.ipynb;OMIMHpoAnnotations.ipynb;SinglePREDICT - ML.ipynb;HumanInteractome.ipynb;RDFConversionOfPubchemMapping.ipynb;FeatureGeneration.ipynb;RDFConversionOfMeshAnnotation-BioPortal.ipynb;Download and Save Input.ipynb","",requirements.txt,8321,0,0,"",""
3474,2152,github.com,RPGroup-PBoC/RegSeq,b1,222579b5227bda158294f268bcbb4dcfbaf5fd,d816e6123e0238f42ac7cf7f77840a9561583526,17,1,0,notebooks/3_1_create_keys.ipynb;notebooks/1_1_create_gene_seqs.ipynb;notebooks/5_2_plot_mass_spec.ipynb;notebooks/4_2_inference.ipynb;notebooks/4_3_plot_information_footprint.ipynb;notebooks/4_5_plot_energy_matrix.ipynb;notebooks/5_1_mass_spec_pval.ipynb;notebooks/1_2_checkmutations.ipynb;notebooks/4_4_plot_sequence_logo.ipynb;notebooks/4_1_match_data.ipynb;notebooks/deprecated_notebooks/auto_peak_call.ipynb;notebooks/deprecated_notebooks/checkmutations.ipynb;notebooks/deprecated_notebooks/mass_spec_pval.ipynb;notebooks/deprecated_notebooks/plot_arrays.ipynb;notebooks/deprecated_notebooks/find_all_regions.ipynb;notebooks/deprecated_notebooks/plot_mass_spec.ipynb;notebooks/deprecated_notebooks/SortSeq_Information_Footprints_new.ipynb,setup.py,"",8321,0,0,"",""
3475,2152,github.com,elifesciences-publications/RegSeq,7b,c2a39157a9f8fa7b313b112ec6146c2f9179b9,bc00241a134b91d75b25809684df9daaade869f7,17,1,0,notebooks/3_1_create_keys.ipynb;notebooks/1_1_create_gene_seqs.ipynb;notebooks/5_2_plot_mass_spec.ipynb;notebooks/4_2_inference.ipynb;notebooks/4_3_plot_information_footprint.ipynb;notebooks/4_5_plot_energy_matrix.ipynb;notebooks/5_1_mass_spec_pval.ipynb;notebooks/1_2_checkmutations.ipynb;notebooks/4_4_plot_sequence_logo.ipynb;notebooks/4_1_match_data.ipynb;notebooks/deprecated_notebooks/auto_peak_call.ipynb;notebooks/deprecated_notebooks/checkmutations.ipynb;notebooks/deprecated_notebooks/mass_spec_pval.ipynb;notebooks/deprecated_notebooks/plot_arrays.ipynb;notebooks/deprecated_notebooks/find_all_regions.ipynb;notebooks/deprecated_notebooks/plot_mass_spec.ipynb;notebooks/deprecated_notebooks/SortSeq_Information_Footprints_new.ipynb,setup.py,"",8321,0,0,"",""
