id,article_id,pmid,meshid,mesh_label,toplevelmeshid,toplevelmeshlabel
18935,2669,31370880,D016000,"Cluster Analysis",N06,"Environment and Public Health"
18936,2669,31370880,D015179,"Colorectal Neoplasms",C04,Neoplasms
18937,2669,31370880,D015179,"Colorectal Neoplasms",C06,"Digestive System Diseases"
18938,2669,31370880,D000069196,"Gastrointestinal Microbiome",G06,"Microbiological Phenomena"
18939,2669,31370880,D000069196,"Gastrointestinal Microbiome",G16,"Biological Phenomena"
18940,2669,31370880,D000069196,"Gastrointestinal Microbiome",N06,"Environment and Public Health"
18941,2669,31370880,D006801,Humans,B01,Eukaryota
18942,2669,31370880,D015212,"Inflammatory Bowel Diseases",C06,"Digestive System Diseases"
18943,2669,31370880,D054892,Metagenome,G05,"Genetic Phenomena"
18944,2669,31370880,D056186,Metagenomics,H01,"Natural Science Disciplines"
18945,2669,31370880,D015203,"Reproducibility of Results",E05,"Investigative Techniques"
18946,2669,31370880,D015203,"Reproducibility of Results",N05,"Health Care Quality, Access, and Evaluation"
18947,2669,31370880,D015203,"Reproducibility of Results",N06,"Environment and Public Health"
18948,2669,31370880,D017422,"Sequence Analysis, DNA",E05,"Investigative Techniques"
18949,2669,31370880,D000073336,"Whole Genome Sequencing",E05,"Investigative Techniques"
18950,2674,31358887,D000818,Animals,B01,Eukaryota
18951,2674,31358887,D017931,"DNA Primers",D13,"Nucleic Acids, Nucleotides, and Nucleosides"
18952,2674,31358887,D017931,"DNA Primers",D27,"Chemical Actions and Uses"
18953,2674,31358887,D006801,Humans,B01,Eukaryota
18954,2674,31358887,D016296,Mutagenesis,G05,"Genetic Phenomena"
18955,2674,31358887,D017422,"Sequence Analysis, DNA",E05,"Investigative Techniques"
18956,2674,31358887,D012984,Software,L01,"Information Science"
18957,2675,31350543,D004282,Documentation,L01,"Information Science"
18958,2675,31350543,D055432,Metabolomics,H01,"Natural Science Disciplines"
18959,2675,31350543,D011786,"Quality Control",J01,"Technology, Industry, and Agriculture"
18960,2675,31350543,D012984,Software,L01,"Information Science"
18961,2676,31356875,D003198,"Computer Simulation",L01,"Information Science"
18962,2676,31356875,D004247,DNA,D13,"Nucleic Acids, Nucleotides, and Nucleosides"
18963,2676,31356875,D012321,"DNA-Directed RNA Polymerases",D08,"Enzymes and Coenzymes"
18964,2676,31356875,D004058,Diffusion,G01,"Physical Phenomena"
18965,2676,31356875,D004058,Diffusion,G02,"Chemical Phenomena"
18966,2676,31356875,D031541,"Fluorescence Resonance Energy Transfer",E05,"Investigative Techniques"
18967,2676,31356875,D031541,"Fluorescence Resonance Energy Transfer",G01,"Physical Phenomena"
18968,2676,31356875,D031541,"Fluorescence Resonance Energy Transfer",G02,"Chemical Phenomena"
18969,2676,31356875,D057166,"High-Throughput Screening Assays",E05,"Investigative Techniques"
18970,2676,31356875,D007700,Kinetics,G01,"Physical Phenomena"
18971,2676,31356875,D007700,Kinetics,G02,"Chemical Phenomena"
18972,2676,31356875,D054023,"Lasers, Semiconductor",E07,"Equipment and Supplies"
18973,2676,31356875,D044085,Microfluidics,E05,"Investigative Techniques"
18974,2676,31356875,D044085,Microfluidics,H01,"Natural Science Disciplines"
18975,2676,31356875,D044085,Microfluidics,J01,"Technology, Industry, and Agriculture"
18976,2676,31356875,D008968,"Molecular Conformation",G02,"Chemical Phenomena"
18977,2676,31356875,D017785,Photons,G01,"Physical Phenomena"
18978,2676,31356875,D000072760,"Single Molecule Imaging",E05,"Investigative Techniques"
18979,2676,31356875,D061785,"Transcription Initiation, Genetic",G02,"Chemical Phenomena"
18980,2676,31356875,D061785,"Transcription Initiation, Genetic",G05,"Genetic Phenomena"
18981,2677,31350405,D019295,"Computational Biology",H01,"Natural Science Disciplines"
18982,2677,31350405,D019295,"Computational Biology",L01,"Information Science"
18983,2677,31350405,D057225,"Data Mining",L01,"Information Science"
18984,2677,31350405,D030541,"Databases, Genetic",L01,"Information Science"
18985,2677,31350405,D015894,"Genome, Human",G05,"Genetic Phenomena"
18986,2677,31350405,D055106,"Genome-Wide Association Study",E05,"Investigative Techniques"
18987,2677,31350405,D055106,"Genome-Wide Association Study",N06,"Environment and Public Health"
18988,2677,31350405,D006801,Humans,B01,Eukaryota
18989,2677,31350405,D000069550,"Machine Learning",G17,"Mathematical Concepts"
18990,2677,31350405,D000069550,"Machine Learning",L01,"Information Science"
18991,2679,31347160,D002138,Calibration,E05,"Investigative Techniques"
18992,2679,31347160,D060587,Groundwater,G01,"Physical Phenomena"
18993,2679,31347160,D008962,"Models, Theoretical",E05,"Investigative Techniques"
18994,2679,31347160,D014872,"Water Movements",G16,"Biological Phenomena"
18995,2679,31347160,D014872,"Water Movements",N06,"Environment and Public Health"
18996,2679,31347160,D014881,"Water Supply",J01,"Technology, Industry, and Agriculture"
18997,2680,31344036,D001319,Authorship,L01,"Information Science"
18998,2680,31344036,D019295,"Computational Biology",H01,"Natural Science Disciplines"
18999,2680,31344036,D019295,"Computational Biology",L01,"Information Science"
19000,2680,31344036,D004282,Documentation,L01,"Information Science"
19001,2680,31344036,D017408,"Guidelines as Topic",N04,"Health Services Administration"
19002,2680,31344036,D017408,"Guidelines as Topic",N05,"Health Care Quality, Access, and Evaluation"
19003,2680,31344036,D006801,Humans,B01,Eukaryota
19004,2680,31344036,D014956,Writing,L01,"Information Science"
19005,2681,31330861,D000077321,"Deep Learning",G17,"Mathematical Concepts"
19006,2681,31330861,D000077321,"Deep Learning",L01,"Information Science"
19007,2681,31330861,D005815,"Genetic Code",G05,"Genetic Phenomena"
19008,2681,31330861,D008957,"Models, Genetic",E05,"Investigative Techniques"
19009,2681,31330861,D020412,"Multifactorial Inheritance",G05,"Genetic Phenomena"
19010,2681,31330861,D012984,Software,L01,"Information Science"
19011,2683,31313519,D002460,"Cell Line",A11,Cells
19012,2683,31313519,D002467,"Cell Nucleus",A11,Cells
19013,2683,31313519,D000068598,"Data Accuracy",E05,"Investigative Techniques"
19014,2683,31313519,D000068598,"Data Accuracy",L01,"Information Science"
19015,2683,31313519,D000068598,"Data Accuracy",N05,"Health Care Quality, Access, and Evaluation"
19016,2683,31313519,D000077321,"Deep Learning",G17,"Mathematical Concepts"
19017,2683,31313519,D000077321,"Deep Learning",L01,"Information Science"
19018,2683,31313519,D005453,Fluorescence,G01,"Physical Phenomena"
19019,2683,31313519,D006801,Humans,B01,Eukaryota
19020,2683,31313519,D019044,"Image Cytometry",E01,Diagnosis
19021,2683,31313519,D019044,"Image Cytometry",E05,"Investigative Techniques"
19022,2683,31313519,D007091,"Image Processing, Computer-Assisted",L01,"Information Science"
19023,2683,31313519,D008856,"Microscopy, Fluorescence",E01,Diagnosis
19024,2683,31313519,D008856,"Microscopy, Fluorescence",E05,"Investigative Techniques"
19025,2686,31311934,D000818,Animals,B01,Eukaryota
19026,2686,31311934,D001522,"Behavior, Animal",F01,"Behavior and Behavior Mechanisms"
19027,2686,31311934,D002531,Cerebellum,A08,"Nervous System"
19028,2686,31311934,D003399,Craniotomy,E04,"Surgical Procedures, Operative"
19029,2686,31311934,D003657,"Decision Making",F02,"Psychological Phenomena"
19030,2686,31311934,D008570,"Memory, Short-Term",F02,"Psychological Phenomena"
19031,2686,31311934,D051379,Mice,B01,Eukaryota
19032,2686,31311934,D023421,"Models, Animal",E05,"Investigative Techniques"
19033,2686,31311934,D062308,Optogenetics,E05,"Investigative Techniques"
19034,2686,31311934,D010775,"Photic Stimulation",E05,"Investigative Techniques"
19035,2686,31311934,D011689,"Purkinje Cells",A08,"Nervous System"
19036,2686,31311934,D011689,"Purkinje Cells",A11,Cells
19037,2687,31308550,D000818,Animals,B01,Eukaryota
19038,2687,31308550,D017173,"Caenorhabditis elegans",B01,Eukaryota
19039,2687,31308550,D029742,"Caenorhabditis elegans Proteins",D12,"Amino Acids, Peptides, and Proteins"
19040,2687,31308550,D046912,"Multiprotein Complexes",D05,"Macromolecular Substances"
19041,2687,31308550,D025941,"Protein Interaction Mapping",E05,"Investigative Techniques"
19042,2687,31308550,D020543,Proteome,D12,"Amino Acids, Peptides, and Proteins"
19043,2687,31308550,D012984,Software,L01,"Information Science"
19044,2690,31337081,D031541,"Fluorescence Resonance Energy Transfer",E05,"Investigative Techniques"
19045,2690,31337081,D031541,"Fluorescence Resonance Energy Transfer",G01,"Physical Phenomena"
19046,2690,31337081,D031541,"Fluorescence Resonance Energy Transfer",G02,"Chemical Phenomena"
19047,2690,31337081,D018613,"Microscopy, Confocal",E01,Diagnosis
19048,2690,31337081,D018613,"Microscopy, Confocal",E05,"Investigative Techniques"
19049,2690,31337081,D008856,"Microscopy, Fluorescence",E01,Diagnosis
19050,2690,31337081,D008856,"Microscopy, Fluorescence",E05,"Investigative Techniques"
19051,2690,31337081,D008962,"Models, Theoretical",E05,"Investigative Techniques"
19052,2690,31337081,D017785,Photons,G01,"Physical Phenomena"
19053,2690,31337081,D000072760,"Single Molecule Imaging",E05,"Investigative Techniques"
19054,2691,31304854,D001426,"Bacterial Proteins",D12,"Amino Acids, Peptides, and Proteins"
19055,2691,31304854,D016360,"Clostridioides difficile",B03,Bacteria
19056,2691,31304854,D003015,"Clostridium Infections",C01,Infections
19057,2691,31304854,D048010,"Clostridium tertium",B03,Bacteria
19058,2691,31304854,D003105,Colombia,Z01,"Geographic Locations"
19059,2691,31304854,D014644,"Genetic Variation",G05,"Genetic Phenomena"
19060,2691,31304854,D016680,"Genome, Bacterial",G05,"Genetic Phenomena"
19061,2691,31304854,D023281,Genomics,H01,"Natural Science Disciplines"
19062,2691,31304854,D006801,Humans,B01,Eukaryota
19063,2691,31304854,D037521,"Virulence Factors",D23,"Biological Factors"
19064,2692,31299083,D001483,"Base Sequence",G02,"Chemical Phenomena"
19065,2692,31299083,D001483,"Base Sequence",G05,"Genetic Phenomena"
19066,2692,31299083,D001483,"Base Sequence",L01,"Information Science"
19067,2692,31299083,D002453,"Cell Cycle",G04,"Cell Physiological Phenomena"
19068,2692,31299083,D018797,"Cell Cycle Proteins",D12,"Amino Acids, Peptides, and Proteins"
19069,2692,31299083,D047369,"Chromatin Immunoprecipitation",E05,"Investigative Techniques"
19070,2692,31299083,D004261,"DNA Replication",G02,"Chemical Phenomena"
19071,2692,31299083,D004261,"DNA Replication",G05,"Genetic Phenomena"
19072,2692,31299083,D004271,"DNA, Fungal",D13,"Nucleic Acids, Nucleotides, and Nucleosides"
19073,2692,31299083,D051858,"Forkhead Transcription Factors",D12,"Amino Acids, Peptides, and Proteins"
19074,2692,31299083,D015966,"Gene Expression Regulation, Fungal",G05,"Genetic Phenomena"
19075,2692,31299083,D063990,"Gene Ontology",H01,"Natural Science Disciplines"
19076,2692,31299083,D063990,"Gene Ontology",L01,"Information Science"
19077,2692,31299083,D053263,"Gene Regulatory Networks",G05,"Genetic Phenomena"
19078,2692,31299083,D058977,"Molecular Sequence Annotation",E05,"Investigative Techniques"
19079,2692,31299083,D058977,"Molecular Sequence Annotation",L01,"Information Science"
19080,2692,31299083,D011401,"Promoter Regions, Genetic",G02,"Chemical Phenomena"
19081,2692,31299083,D011401,"Promoter Regions, Genetic",G05,"Genetic Phenomena"
19082,2692,31299083,D012441,"Saccharomyces cerevisiae",B01,Eukaryota
19083,2692,31299083,D029701,"Saccharomyces cerevisiae Proteins",D12,"Amino Acids, Peptides, and Proteins"
19084,2692,31299083,D015398,"Signal Transduction",G02,"Chemical Phenomena"
19085,2692,31299083,D015398,"Signal Transduction",G04,"Cell Physiological Phenomena"
19086,2693,31290943,D000465,Algorithms,G17,"Mathematical Concepts"
19087,2693,31290943,D000465,Algorithms,L01,"Information Science"
19088,2693,31290943,D023281,Genomics,H01,"Natural Science Disciplines"
19089,2693,31290943,D016247,"Information Storage and Retrieval",L01,"Information Science"
19090,2693,31290943,D000071253,Metadata,L01,"Information Science"
19091,2693,31290943,D012984,Software,L01,"Information Science"
19092,2695,31302153,D000818,Animals,B01,Eukaryota
19093,2695,31302153,D000970,"Antineoplastic Agents",D27,"Chemical Actions and Uses"
19094,2695,31302153,D018929,"Cell Culture Techniques",E01,Diagnosis
19095,2695,31302153,D018929,"Cell Culture Techniques",E05,"Investigative Techniques"
19096,2695,31302153,D045744,"Cell Line, Tumor",A11,Cells
19097,2695,31302153,D019295,"Computational Biology",H01,"Natural Science Disciplines"
19098,2695,31302153,D019295,"Computational Biology",L01,"Information Science"
19099,2695,31302153,D000076722,"Drug Development",E05,"Investigative Techniques"
19100,2695,31302153,D057166,"High-Throughput Screening Assays",E05,"Investigative Techniques"
19101,2695,31302153,D006801,Humans,B01,Eukaryota
19102,2695,31302153,D008322,Mammals,B01,Eukaryota
19103,2695,31302153,D015588,"Observer Variation",E01,Diagnosis
19104,2695,31302153,D015588,"Observer Variation",N02,"Health Care Facilities, Manpower, and Services"
19105,2695,31302153,D015588,"Observer Variation",N05,"Health Care Quality, Access, and Evaluation"
19106,2695,31302153,D015588,"Observer Variation",N06,"Environment and Public Health"
19107,2695,31302153,D015203,"Reproducibility of Results",E05,"Investigative Techniques"
19108,2695,31302153,D015203,"Reproducibility of Results",N05,"Health Care Quality, Access, and Evaluation"
19109,2695,31302153,D015203,"Reproducibility of Results",N06,"Environment and Public Health"
19110,2697,31291568,D001853,"Bone Marrow",A15,"Hemic and Immune Systems"
19111,2697,31291568,D002454,"Cell Differentiation",G04,"Cell Physiological Phenomena"
19112,2697,31291568,D006801,Humans,B01,Eukaryota
19113,2697,31291568,D055153,"Stem Cell Niche",G04,"Cell Physiological Phenomena"
19114,2698,31287816,D000818,Animals,B01,Eukaryota
19115,2698,31287816,D019295,"Computational Biology",H01,"Natural Science Disciplines"
19116,2698,31287816,D019295,"Computational Biology",L01,"Information Science"
19117,2698,31287816,D023281,Genomics,H01,"Natural Science Disciplines"
19118,2698,31287816,D006801,Humans,B01,Eukaryota
19119,2698,31287816,D012984,Software,L01,"Information Science"
19120,2698,31287816,D057188,Workflow,L01,"Information Science"
19121,2699,31287543,D014408,"Biomarkers, Tumor",D23,"Biological Factors"
19122,2699,31287543,D016208,"Databases, Factual",L01,"Information Science"
19123,2699,31287543,D006801,Humans,B01,Eukaryota
19124,2699,31287543,D033181,"Information Dissemination",L01,"Information Science"
19125,2699,31287543,D000075403,"Semantic Web",L01,"Information Science"
19126,2699,31287543,D057170,"Translational Research, Biomedical",H01,"Natural Science Disciplines"
19127,2702,31273047,D019295,"Computational Biology",H01,"Natural Science Disciplines"
19128,2702,31273047,D019295,"Computational Biology",L01,"Information Science"
19129,2702,31273047,D003627,"Data Interpretation, Statistical",E05,"Investigative Techniques"
19130,2702,31273047,D003627,"Data Interpretation, Statistical",L01,"Information Science"
19131,2702,31273047,D003627,"Data Interpretation, Statistical",N05,"Health Care Quality, Access, and Evaluation"
19132,2702,31273047,D003627,"Data Interpretation, Statistical",N06,"Environment and Public Health"
19133,2702,31273047,D033181,"Information Dissemination",L01,"Information Science"
19134,2702,31273047,D015203,"Reproducibility of Results",E05,"Investigative Techniques"
19135,2702,31273047,D015203,"Reproducibility of Results",N05,"Health Care Quality, Access, and Evaluation"
19136,2702,31273047,D015203,"Reproducibility of Results",N06,"Environment and Public Health"
19137,2704,31268419,D000293,Adolescent,M01,Persons
19138,2704,31268419,D000328,Adult,M01,Persons
19139,2704,31268419,D003657,"Decision Making",F02,"Psychological Phenomena"
19140,2704,31268419,D064368,"Healthy Volunteers",M01,Persons
19141,2704,31268419,D006624,Hippocampus,A08,"Nervous System"
19142,2704,31268419,D006801,Humans,B01,Eukaryota
19143,2704,31268419,D008279,"Magnetic Resonance Imaging",E01,Diagnosis
19144,2704,31268419,D055815,"Young Adult",M01,Persons
19145,2705,31278058,D000818,Animals,B01,Eukaryota
19146,2705,31278058,D002454,"Cell Differentiation",G04,"Cell Physiological Phenomena"
19147,2705,31278058,D019070,"Cell Lineage",G04,"Cell Physiological Phenomena"
19148,2705,31278058,D019070,"Cell Lineage",G07,"Physiological Phenomena"
19149,2705,31278058,D019070,"Cell Lineage",G08,"Reproductive and Urinary Physiological Phenomena"
19150,2705,31278058,D000066670,"Cell Plasticity",G04,"Cell Physiological Phenomena"
19151,2705,31278058,D042002,"Chromatin Assembly and Disassembly",G04,"Cell Physiological Phenomena"
19152,2705,31278058,D042002,"Chromatin Assembly and Disassembly",G05,"Genetic Phenomena"
19153,2705,31278058,D063185,"Epigenetic Repression",G05,"Genetic Phenomena"
19154,2705,31278058,D053263,"Gene Regulatory Networks",G05,"Genetic Phenomena"
19155,2705,31278058,D007113,"Immunity, Innate",G12,"Immune System Phenomena"
19156,2705,31278058,D056747,Immunomodulation,E02,Therapeutics
19157,2705,31278058,D056747,Immunomodulation,G12,"Immune System Phenomena"
19158,2705,31278058,D007422,Intestines,A03,"Digestive System"
19159,2705,31278058,D016131,"Lymphocyte Subsets",A11,Cells
19160,2705,31278058,D016131,"Lymphocyte Subsets",A15,"Hemic and Immune Systems"
19161,2705,31278058,D008214,Lymphocytes,A11,Cells
19162,2705,31278058,D008214,Lymphocytes,A15,"Hemic and Immune Systems"
19163,2705,31278058,D051379,Mice,B01,Eukaryota
19164,2705,31278058,D008810,"Mice, Inbred C57BL",B01,Eukaryota
19165,2705,31278058,D008822,"Mice, Transgenic",B01,Eukaryota
19166,2705,31278058,D051560,"Proto-Oncogene Proteins c-bcl-6",D12,"Amino Acids, Peptides, and Proteins"
19167,2705,31278058,D051257,"Proto-Oncogene Proteins c-maf",D12,"Amino Acids, Peptides, and Proteins"
19168,2705,31278058,D059467,Transcriptome,G02,"Chemical Phenomena"
19169,2705,31278058,D059467,Transcriptome,G05,"Genetic Phenomena"
19170,2706,31267007,D016000,"Cluster Analysis",E05,"Investigative Techniques"
19171,2706,31267007,D016000,"Cluster Analysis",N05,"Health Care Quality, Access, and Evaluation"
19172,2706,31267007,D016000,"Cluster Analysis",N06,"Environment and Public Health"
19173,2706,31267007,D018740,"Genetic Heterogeneity",G05,"Genetic Phenomena"
19174,2706,31267007,D005909,Glioblastoma,C04,Neoplasms
19175,2706,31267007,D059014,"High-Throughput Nucleotide Sequencing",E05,"Investigative Techniques"
19176,2706,31267007,D006801,Humans,B01,Eukaryota
19177,2706,31267007,D020641,"Polymorphism, Single Nucleotide",G05,"Genetic Phenomena"
19178,2706,31267007,D011379,Prognosis,E01,Diagnosis
19179,2706,31267007,D020733,"RNA, Small Cytoplasmic",D13,"Nucleic Acids, Nucleotides, and Nucleosides"
19180,2706,31267007,D000081246,RNA-Seq,E05,"Investigative Techniques"
19181,2706,31267007,D059010,"Single-Cell Analysis",E05,"Investigative Techniques"
19182,2710,31253703,D001709,Biotechnology,H01,"Natural Science Disciplines"
19183,2710,31253703,D001709,Biotechnology,J01,"Technology, Industry, and Agriculture"
19184,2710,31253703,D018929,"Cell Culture Techniques",E01,Diagnosis
19185,2710,31253703,D018929,"Cell Culture Techniques",E05,"Investigative Techniques"
19186,2710,31253703,D019295,"Computational Biology",H01,"Natural Science Disciplines"
19187,2710,31253703,D019295,"Computational Biology",L01,"Information Science"
19188,2710,31253703,D004926,"Escherichia coli",B03,Bacteria
19189,2710,31253703,D005838,Genotype,G05,"Genetic Phenomena"
19190,2710,31253703,D008954,"Models, Biological",E05,"Investigative Techniques"
19191,2711,31068418,D000072283,"A549 Cells",A11,Cells
19192,2711,31068418,D014644,"Genetic Variation",G05,"Genetic Phenomena"
19193,2711,31068418,D006801,Humans,B01,Eukaryota
19194,2711,31068418,D007113,"Immunity, Innate",G12,"Immune System Phenomena"
19195,2711,31068418,D053118,"Influenza A Virus, H1N1 Subtype",B04,Viruses
19196,2711,31068418,D017423,"Sequence Analysis, RNA",E05,"Investigative Techniques"
19197,2711,31068418,D059010,"Single-Cell Analysis",E05,"Investigative Techniques"
19198,2711,31068418,D017361,"Viral Nonstructural Proteins",D12,"Amino Acids, Peptides, and Proteins"
19199,2712,31249336,D000222,"Adaptation, Physiological",G07,"Physiological Phenomena"
19200,2712,31249336,D000222,"Adaptation, Physiological",G16,"Biological Phenomena"
19201,2712,31249336,D000818,Animals,B01,Eukaryota
19202,2712,31249336,D054884,"Host-Pathogen Interactions",G06,"Microbiological Phenomena"
19203,2712,31249336,D054884,"Host-Pathogen Interactions",G16,"Biological Phenomena"
19204,2712,31249336,D007674,"Kidney Diseases",C12,"Urogenital Diseases"
19205,2712,31249336,D010140,"Pacific Ocean",Z01,"Geographic Locations"
19206,2712,31249336,D012486,"Salmonella typhimurium",B03,Bacteria
19207,2712,31249336,D014426,Turtles,B01,Eukaryota
19208,2714,31241153,D035843,"Biomedical Research",H01,"Natural Science Disciplines"
19209,2714,31241153,D019992,"Databases as Topic",L01,"Information Science"
19210,2714,31241153,D006801,Humans,B01,Eukaryota
19211,2714,31241153,D057285,"Precision Medicine",E02,Therapeutics
19212,2714,31241153,D057285,"Precision Medicine",H02,"Health Occupations"
19213,2714,31241153,D018907,Privacy,I01,"Social Sciences"
19214,2714,31241153,D018907,Privacy,N03,"Health Care Economics and Organizations"
19215,2715,31233491,D006801,Humans,B01,Eukaryota
19216,2715,31233491,D008374,"Manuscripts, Medical as Topic",L01,"Information Science"
19217,2715,31233491,D011643,Publishing,L01,"Information Science"
19218,2715,31233491,D012984,Software,L01,"Information Science"
19219,2715,31233491,D014956,Writing,L01,"Information Science"
19220,2716,31222023,D058491,"Bacterial Load",E01,Diagnosis
19221,2716,31222023,D058491,"Bacterial Load",E05,"Investigative Techniques"
19222,2716,31222023,D058491,"Bacterial Load",G06,"Microbiological Phenomena"
19223,2716,31222023,D003198,"Computer Simulation",L01,"Information Science"
19224,2716,31222023,D000078332,"Data Analysis",H01,"Natural Science Disciplines"
19225,2716,31222023,D066264,"Datasets as Topic",E05,"Investigative Techniques"
19226,2716,31222023,D066264,"Datasets as Topic",L01,"Information Science"
19227,2716,31222023,D066264,"Datasets as Topic",N05,"Health Care Quality, Access, and Evaluation"
19228,2716,31222023,D066264,"Datasets as Topic",N06,"Environment and Public Health"
19229,2716,31222023,D003876,"Dermatitis, Atopic",C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
19230,2716,31222023,D003876,"Dermatitis, Atopic",C17,"Skin and Connective Tissue Diseases"
19231,2716,31222023,D003876,"Dermatitis, Atopic",C20,"Immune System Diseases"
19232,2716,31222023,D005240,"Feasibility Studies",E05,"Investigative Techniques"
19233,2716,31222023,D005240,"Feasibility Studies",N05,"Health Care Quality, Access, and Evaluation"
19234,2716,31222023,D005240,"Feasibility Studies",N06,"Environment and Public Health"
19235,2716,31222023,D064368,"Healthy Volunteers",M01,Persons
19236,2716,31222023,D059014,"High-Throughput Nucleotide Sequencing",E05,"Investigative Techniques"
19237,2716,31222023,D006801,Humans,B01,Eukaryota
19238,2716,31222023,D054892,Metagenome,G05,"Genetic Phenomena"
19239,2716,31222023,D064307,Microbiota,G06,"Microbiological Phenomena"
19240,2716,31222023,D064307,Microbiota,G16,"Biological Phenomena"
19241,2716,31222023,D064307,Microbiota,N06,"Environment and Public Health"
19242,2716,31222023,D008954,"Models, Biological",E05,"Investigative Techniques"
19243,2716,31222023,D012336,"RNA, Ribosomal, 16S",D13,"Nucleic Acids, Nucleotides, and Nucleosides"
19244,2716,31222023,D012015,"Reference Standards",E05,"Investigative Techniques"
19245,2716,31222023,D012463,Saliva,A12,"Fluids and Secretions"
19246,2716,31222023,D012988,"Soil Microbiology",H01,"Natural Science Disciplines"
19247,2716,31222023,D012988,"Soil Microbiology",N06,"Environment and Public Health"
19248,2717,31216308,D007091,"Image Processing, Computer-Assisted",L01,"Information Science"
19249,2717,31216308,D008856,"Microscopy, Fluorescence",E01,Diagnosis
19250,2717,31216308,D008856,"Microscopy, Fluorescence",E05,"Investigative Techniques"
19251,2717,31216308,D011381,"Programming Languages",L01,"Information Science"
19252,2718,31217225,D020869,"Gene Expression Profiling",E05,"Investigative Techniques"
19253,2718,31217225,D017408,"Guidelines as Topic",N04,"Health Services Administration"
19254,2718,31217225,D017408,"Guidelines as Topic",N05,"Health Care Quality, Access, and Evaluation"
19255,2718,31217225,D059014,"High-Throughput Nucleotide Sequencing",E05,"Investigative Techniques"
19256,2718,31217225,D020407,Internet,L01,"Information Science"
19257,2718,31217225,D017423,"Sequence Analysis, RNA",E05,"Investigative Techniques"
19258,2718,31217225,D059010,"Single-Cell Analysis",E05,"Investigative Techniques"
19259,2718,31217225,D057188,Workflow,L01,"Information Science"
19260,2719,31213510,D000255,"Adenosine Triphosphate",D03,"Heterocyclic Compounds"
19261,2719,31213510,D000255,"Adenosine Triphosphate",D13,"Nucleic Acids, Nucleotides, and Nucleosides"
19262,2719,31213510,D002736,Chloroplasts,A11,Cells
19263,2719,31213510,D004579,"Electron Transport",G02,"Chemical Phenomena"
19264,2719,31213510,D004579,"Electron Transport",G03,Metabolism
19265,2719,31213510,D004579,"Electron Transport",G03,"[OBSOLETE] Metabolic Phenomena"
19266,2719,31213510,D004734,"Energy Metabolism",G03,Metabolism
19267,2719,31213510,D004734,"Energy Metabolism",G03,"[OBSOLETE] Metabolic Phenomena"
19268,2719,31213510,D008027,Light,G01,"Physical Phenomena"
19269,2719,31213510,D008293,Malates,D02,"Organic Chemicals"
19270,2719,31213510,D008928,Mitochondria,A11,Cells
19271,2719,31213510,D008954,"Models, Biological",E05,"Investigative Techniques"
19272,2719,31213510,D009249,NADP,D03,"Heterocyclic Compounds"
19273,2719,31213510,D009249,NADP,D08,"Enzymes and Coenzymes"
19274,2719,31213510,D009249,NADP,D13,"Nucleic Acids, Nucleotides, and Nucleosides"
19275,2719,31213510,D018515,"Plant Leaves",A18,"Plant Structures"
19276,2720,31211786,D000818,Animals,B01,Eukaryota
19277,2720,31211786,D019295,"Computational Biology",H01,"Natural Science Disciplines"
19278,2720,31211786,D019295,"Computational Biology",L01,"Information Science"
19279,2720,31211786,D055724,"Electrophysiological Phenomena",G07,"Physiological Phenomena"
19280,2720,31211786,D020869,"Gene Expression Profiling",E05,"Investigative Techniques"
19281,2720,31211786,D051379,Mice,B01,Eukaryota
19282,2720,31211786,D008954,"Models, Biological",E05,"Investigative Techniques"
19283,2720,31211786,D009474,Neurons,A08,"Nervous System"
19284,2720,31211786,D009474,Neurons,A11,Cells
19285,2720,31211786,D059010,"Single-Cell Analysis",E05,"Investigative Techniques"
19286,2720,31211786,D059467,Transcriptome,G02,"Chemical Phenomena"
19287,2720,31211786,D059467,Transcriptome,G05,"Genetic Phenomena"
19288,2720,31211786,D014793,"Visual Cortex",A08,"Nervous System"
19289,2721,31275311,D000293,Adolescent,M01,Persons
19290,2721,31275311,D000328,Adult,M01,Persons
19291,2721,31275311,D000368,Aged,M01,Persons
19292,2721,31275311,D000369,"Aged, 80 and over",M01,Persons
19293,2721,31275311,D015415,Biomarkers,D23,"Biological Factors"
19294,2721,31275311,D002648,Child,M01,Persons
19295,2721,31275311,D002675,"Child, Preschool",M01,Persons
19296,2721,31275311,D016000,"Cluster Analysis",E05,"Investigative Techniques"
19297,2721,31275311,D016000,"Cluster Analysis",N05,"Health Care Quality, Access, and Evaluation"
19298,2721,31275311,D016000,"Cluster Analysis",N06,"Environment and Public Health"
19299,2721,31275311,D015331,"Cohort Studies",E05,"Investigative Techniques"
19300,2721,31275311,D015331,"Cohort Studies",N05,"Health Care Quality, Access, and Evaluation"
19301,2721,31275311,D015331,"Cohort Studies",N06,"Environment and Public Health"
19302,2721,31275311,D016207,Cytokines,D12,"Amino Acids, Peptides, and Proteins"
19303,2721,31275311,D016207,Cytokines,D23,"Biological Factors"
19304,2721,31275311,D066264,"Datasets as Topic",E05,"Investigative Techniques"
19305,2721,31275311,D066264,"Datasets as Topic",L01,"Information Science"
19306,2721,31275311,D066264,"Datasets as Topic",N05,"Health Care Quality, Access, and Evaluation"
19307,2721,31275311,D066264,"Datasets as Topic",N06,"Environment and Public Health"
